date,gy_vibration_g.value
11/27/2025 5:07:57.071000000 PM,1.0029296875
11/27/2025 5:07:57.110000000 PM,1.0078125
11/27/2025 5:07:57.152000000 PM,1.013671875
11/27/2025 5:07:57.191000000 PM,1.015625
11/27/2025 5:07:57.232000000 PM,0.9794921875
11/27/2025 5:07:57.275000000 PM,0.994140625
11/27/2025 5:07:57.313000000 PM,1.0244140625
11/27/2025 5:07:57.355000000 PM,1.01171875
11/27/2025 5:07:57.400000000 PM,1.0048828125
11/27/2025 5:07:57.439000000 PM,0.9990234375
11/27/2025 5:07:57.480000000 PM,0.923828125
11/27/2025 5:07:57.519000000 PM,1.0078125
11/27/2025 5:07:57.561000000 PM,1.0166015625
11/27/2025 5:07:57.612000000 PM,1
11/27/2025 5:07:57.651000000 PM,1.0107421875
11/27/2025 5:07:57.694000000 PM,1.0244140625
11/27/2025 5:07:57.737000000 PM,1.0107421875
11/27/2025 5:07:57.776000000 PM,1.0107421875
11/27/2025 5:07:57.820000000 PM,1.0087890625
11/27/2025 5:07:57.860000000 PM,1.0087890625
11/27/2025 5:07:57.902000000 PM,1.0205078125
11/27/2025 5:07:57.946000000 PM,1.009765625
11/27/2025 5:07:57.986000000 PM,1.009765625
11/27/2025 5:07:58.029000000 PM,1.001953125
11/27/2025 5:07:58.072000000 PM,1.0126953125
11/27/2025 5:07:58.111000000 PM,1.0068359375
11/27/2025 5:07:58.155000000 PM,1.021484375
11/27/2025 5:07:58.195000000 PM,1.00390625
11/27/2025 5:07:58.238000000 PM,1.0126953125
11/27/2025 5:07:58.279000000 PM,1.0146484375
11/27/2025 5:07:58.319000000 PM,1.0078125
11/27/2025 5:07:58.361000000 PM,1.0087890625
11/27/2025 5:07:58.404000000 PM,1.0107421875
11/27/2025 5:07:58.443000000 PM,1.009765625
11/27/2025 5:07:58.484000000 PM,0.9931640625
11/27/2025 5:07:58.525000000 PM,1.0146484375
11/27/2025 5:07:58.566000000 PM,1.0048828125
11/27/2025 5:07:58.611000000 PM,1.017578125
11/27/2025 5:07:58.651000000 PM,1.0146484375
11/27/2025 5:07:58.693000000 PM,0.9970703125
11/27/2025 5:07:58.737000000 PM,1.009765625
11/27/2025 5:07:58.775000000 PM,1.0126953125
11/27/2025 5:07:58.817000000 PM,1.0146484375
11/27/2025 5:07:58.857000000 PM,1.005859375
11/27/2025 5:07:58.900000000 PM,1.0068359375
11/27/2025 5:07:58.945000000 PM,1.005859375
11/27/2025 5:07:58.984000000 PM,1.0078125
11/27/2025 5:07:59.026000000 PM,0.9853515625
11/27/2025 5:07:59.070000000 PM,1.02734375
11/27/2025 5:07:59.109000000 PM,0.984375
11/27/2025 5:07:59.151000000 PM,1.0087890625
11/27/2025 5:07:59.191000000 PM,1.0224609375
11/27/2025 5:07:59.233000000 PM,1.009765625
11/27/2025 5:07:59.276000000 PM,1.017578125
11/27/2025 5:07:59.317000000 PM,1.005859375
11/27/2025 5:07:59.359000000 PM,1.017578125
11/27/2025 5:07:59.399000000 PM,1.013671875
11/27/2025 5:07:59.441000000 PM,1.0087890625
11/27/2025 5:07:59.483000000 PM,1.0048828125
11/27/2025 5:07:59.524000000 PM,1.0068359375
11/27/2025 5:07:59.566000000 PM,1.0068359375
11/27/2025 5:07:59.607000000 PM,1.0126953125
11/27/2025 5:07:59.649000000 PM,1.0087890625
11/27/2025 5:07:59.691000000 PM,1.009765625
11/27/2025 5:07:59.730000000 PM,1.0048828125
11/27/2025 5:07:59.779000000 PM,1
11/27/2025 5:07:59.836000000 PM,1.01953125
11/27/2025 5:07:59.886000000 PM,1.009765625
11/27/2025 5:07:59.928000000 PM,1.013671875
11/27/2025 5:07:59.972000000 PM,1.0400390625
11/27/2025 5:08:00.011000000 PM,1.0087890625
11/27/2025 5:08:00.053000000 PM,1.009765625
11/27/2025 5:08:00.095000000 PM,1.015625
11/27/2025 5:08:00.136000000 PM,1.0009765625
11/27/2025 5:08:00.179000000 PM,1.0166015625
11/27/2025 5:08:00.219000000 PM,1.0234375
11/27/2025 5:08:00.261000000 PM,0.9873046875
11/27/2025 5:08:00.303000000 PM,1.013671875
11/27/2025 5:08:00.341000000 PM,1.01171875
11/27/2025 5:08:00.383000000 PM,1.0078125
11/27/2025 5:08:00.423000000 PM,0.96875
11/27/2025 5:08:00.464000000 PM,1.021484375
11/27/2025 5:08:00.506000000 PM,1.0341796875
11/27/2025 5:08:00.547000000 PM,1.015625
11/27/2025 5:08:00.590000000 PM,0.984375
11/27/2025 5:08:00.634000000 PM,1.0107421875
11/27/2025 5:08:00.674000000 PM,1.0556640625
11/27/2025 5:08:00.716000000 PM,1.0185546875
11/27/2025 5:08:00.756000000 PM,0.98046875
11/27/2025 5:08:00.797000000 PM,1.0341796875
11/27/2025 5:08:00.839000000 PM,1.005859375
11/27/2025 5:08:00.880000000 PM,0.9921875
11/27/2025 5:08:00.922000000 PM,1
11/27/2025 5:08:00.964000000 PM,0.9775390625
11/27/2025 5:08:01.006000000 PM,1.044921875
11/27/2025 5:08:01.049000000 PM,1.017578125
11/27/2025 5:08:01.090000000 PM,1.0185546875
11/27/2025 5:08:01.131000000 PM,1.013671875
11/27/2025 5:08:01.178000000 PM,0.9853515625
11/27/2025 5:08:01.219000000 PM,1.0146484375
11/27/2025 5:08:01.260000000 PM,1.03515625
11/27/2025 5:08:01.299000000 PM,0.98828125
11/27/2025 5:08:01.341000000 PM,1.0107421875
11/27/2025 5:08:01.383000000 PM,0.998046875
11/27/2025 5:08:01.425000000 PM,1.005859375
11/27/2025 5:08:01.467000000 PM,1.021484375
11/27/2025 5:08:01.508000000 PM,1.00390625
11/27/2025 5:08:01.550000000 PM,1.015625
11/27/2025 5:08:01.591000000 PM,1.005859375
11/27/2025 5:08:01.630000000 PM,1.005859375
11/27/2025 5:08:01.675000000 PM,1.015625
11/27/2025 5:08:01.717000000 PM,1.0126953125
11/27/2025 5:08:01.756000000 PM,1.013671875
11/27/2025 5:08:01.799000000 PM,1.0390625
11/27/2025 5:08:01.837000000 PM,0.9892578125
11/27/2025 5:08:01.881000000 PM,1.013671875
11/27/2025 5:08:01.926000000 PM,1.013671875
11/27/2025 5:08:01.965000000 PM,1.0107421875
11/27/2025 5:08:02.009000000 PM,1.0048828125
11/27/2025 5:08:02.050000000 PM,1.0166015625
11/27/2025 5:08:02.092000000 PM,1.01953125
11/27/2025 5:08:02.134000000 PM,1.00390625
11/27/2025 5:08:02.173000000 PM,0.9931640625
11/27/2025 5:08:02.217000000 PM,0.9951171875
11/27/2025 5:08:02.259000000 PM,1.017578125
11/27/2025 5:08:02.298000000 PM,1.02734375
11/27/2025 5:08:02.341000000 PM,1.021484375
11/27/2025 5:08:02.382000000 PM,1.0048828125
11/27/2025 5:08:02.421000000 PM,1.0048828125
11/27/2025 5:08:02.465000000 PM,1.0048828125
11/27/2025 5:08:02.504000000 PM,1.0029296875
11/27/2025 5:08:02.546000000 PM,1.0107421875
11/27/2025 5:08:02.590000000 PM,1.021484375
11/27/2025 5:08:02.631000000 PM,0.986328125
11/27/2025 5:08:02.671000000 PM,1.0205078125
11/27/2025 5:08:02.712000000 PM,1.0029296875
11/27/2025 5:08:02.751000000 PM,1.017578125
11/27/2025 5:08:02.796000000 PM,1.0087890625
11/27/2025 5:08:02.838000000 PM,1.001953125
11/27/2025 5:08:02.876000000 PM,1.0048828125
11/27/2025 5:08:02.920000000 PM,1.0166015625
11/27/2025 5:08:02.962000000 PM,1.0166015625
11/27/2025 5:08:03.002000000 PM,0.9970703125
11/27/2025 5:08:03.045000000 PM,1.005859375
11/27/2025 5:08:03.084000000 PM,1.01171875
11/27/2025 5:08:03.128000000 PM,1.0126953125
11/27/2025 5:08:03.169000000 PM,1.0107421875
11/27/2025 5:08:03.207000000 PM,1.0234375
11/27/2025 5:08:03.253000000 PM,1.013671875
11/27/2025 5:08:03.292000000 PM,1.0107421875
11/27/2025 5:08:03.335000000 PM,1.0009765625
11/27/2025 5:08:03.376000000 PM,1.0087890625
11/27/2025 5:08:03.414000000 PM,1.009765625
11/27/2025 5:08:03.456000000 PM,1.0029296875
11/27/2025 5:08:03.498000000 PM,1.013671875
11/27/2025 5:08:03.536000000 PM,1.00390625
11/27/2025 5:08:03.578000000 PM,1
11/27/2025 5:08:03.617000000 PM,1.001953125
11/27/2025 5:08:03.659000000 PM,1.0224609375
11/27/2025 5:08:03.705000000 PM,1.0126953125
11/27/2025 5:08:03.744000000 PM,1.0048828125
11/27/2025 5:08:03.786000000 PM,1.0009765625
11/27/2025 5:08:03.827000000 PM,1.0146484375
11/27/2025 5:08:03.866000000 PM,0.9970703125
11/27/2025 5:08:03.910000000 PM,0.98828125
11/27/2025 5:08:03.949000000 PM,1.01953125
11/27/2025 5:08:03.990000000 PM,1.0166015625
11/27/2025 5:08:04.038000000 PM,1.013671875
11/27/2025 5:08:04.076000000 PM,0.9873046875
11/27/2025 5:08:04.117000000 PM,1.0185546875
11/27/2025 5:08:04.159000000 PM,1.0166015625
11/27/2025 5:08:04.197000000 PM,1.0068359375
11/27/2025 5:08:04.240000000 PM,1.009765625
11/27/2025 5:08:04.291000000 PM,1.0224609375
11/27/2025 5:08:04.330000000 PM,1.0302734375
11/27/2025 5:08:04.374000000 PM,1
11/27/2025 5:08:04.413000000 PM,1.021484375
11/27/2025 5:08:04.455000000 PM,1.021484375
11/27/2025 5:08:04.497000000 PM,1.00390625
11/27/2025 5:08:04.535000000 PM,1.005859375
11/27/2025 5:08:04.578000000 PM,1.01171875
11/27/2025 5:08:04.620000000 PM,1.0029296875
11/27/2025 5:08:04.659000000 PM,1.009765625
11/27/2025 5:08:04.701000000 PM,1.0048828125
11/27/2025 5:08:04.739000000 PM,1.0107421875
11/27/2025 5:08:04.780000000 PM,1.0048828125
11/27/2025 5:08:04.823000000 PM,1.015625
11/27/2025 5:08:04.862000000 PM,1.0087890625
11/27/2025 5:08:04.913000000 PM,1.0029296875
11/27/2025 5:08:04.967000000 PM,1.00390625
11/27/2025 5:08:05.008000000 PM,1.0166015625
11/27/2025 5:08:05.053000000 PM,1.0126953125
11/27/2025 5:08:05.091000000 PM,1.013671875
11/27/2025 5:08:05.134000000 PM,0.9970703125
11/27/2025 5:08:05.176000000 PM,1.0009765625
11/27/2025 5:08:05.215000000 PM,1.017578125
11/27/2025 5:08:05.258000000 PM,0.9951171875
11/27/2025 5:08:05.300000000 PM,0.9970703125
11/27/2025 5:08:05.339000000 PM,1.0302734375
11/27/2025 5:08:05.382000000 PM,1.005859375
11/27/2025 5:08:05.421000000 PM,1.015625
11/27/2025 5:08:05.463000000 PM,1.0166015625
11/27/2025 5:08:05.511000000 PM,1.0087890625
11/27/2025 5:08:05.551000000 PM,1.0126953125
11/27/2025 5:08:05.594000000 PM,1.005859375
11/27/2025 5:08:05.637000000 PM,1.0009765625
11/27/2025 5:08:05.676000000 PM,1.0087890625
11/27/2025 5:08:05.717000000 PM,1.017578125
11/27/2025 5:08:05.756000000 PM,0.984375
11/27/2025 5:08:05.799000000 PM,1.021484375
11/27/2025 5:08:05.843000000 PM,1.009765625
11/27/2025 5:08:05.882000000 PM,1.0068359375
11/27/2025 5:08:05.924000000 PM,1.0029296875
11/27/2025 5:08:05.966000000 PM,1.0087890625
11/27/2025 5:08:06.005000000 PM,1.0078125
11/27/2025 5:08:06.047000000 PM,1.0166015625
11/27/2025 5:08:06.086000000 PM,1.015625
11/27/2025 5:08:06.127000000 PM,1.01171875
11/27/2025 5:08:06.198000000 PM,1.0107421875
11/27/2025 5:08:06.238000000 PM,1.0107421875
11/27/2025 5:08:06.284000000 PM,1.017578125
11/27/2025 5:08:06.326000000 PM,1.0078125
11/27/2025 5:08:06.367000000 PM,1.0048828125
11/27/2025 5:08:06.409000000 PM,0.994140625
11/27/2025 5:08:06.448000000 PM,1.0185546875
11/27/2025 5:08:06.491000000 PM,1.015625
11/27/2025 5:08:06.534000000 PM,1.0078125
11/27/2025 5:08:06.572000000 PM,1.0068359375
11/27/2025 5:08:06.615000000 PM,1.005859375
11/27/2025 5:08:06.657000000 PM,1.0078125
11/27/2025 5:08:06.696000000 PM,1.0087890625
11/27/2025 5:08:06.739000000 PM,1.0087890625
11/27/2025 5:08:06.778000000 PM,1.009765625
11/27/2025 5:08:06.820000000 PM,1.0068359375
11/27/2025 5:08:06.862000000 PM,1.0068359375
11/27/2025 5:08:06.901000000 PM,1.00390625
11/27/2025 5:08:06.944000000 PM,1.005859375
11/27/2025 5:08:06.983000000 PM,1.0146484375
11/27/2025 5:08:07.026000000 PM,1.0078125
11/27/2025 5:08:07.071000000 PM,1.0087890625
11/27/2025 5:08:07.111000000 PM,1.013671875
11/27/2025 5:08:07.155000000 PM,1.0068359375
11/27/2025 5:08:07.197000000 PM,1.00390625
11/27/2025 5:08:07.237000000 PM,1.0009765625
11/27/2025 5:08:07.281000000 PM,1.0048828125
11/27/2025 5:08:07.320000000 PM,1.009765625
11/27/2025 5:08:07.362000000 PM,1.0048828125
11/27/2025 5:08:07.406000000 PM,1.0107421875
11/27/2025 5:08:07.445000000 PM,1.0048828125
11/27/2025 5:08:07.488000000 PM,1.0126953125
11/27/2025 5:08:07.532000000 PM,1.0009765625
11/27/2025 5:08:07.571000000 PM,1.0107421875
11/27/2025 5:08:07.631000000 PM,0.9951171875
11/27/2025 5:08:07.672000000 PM,1.01171875
11/27/2025 5:08:07.714000000 PM,1.01171875
11/27/2025 5:08:07.757000000 PM,1.005859375
11/27/2025 5:08:07.796000000 PM,1.009765625
11/27/2025 5:08:07.838000000 PM,1.005859375
11/27/2025 5:08:07.881000000 PM,1.013671875
11/27/2025 5:08:07.920000000 PM,1.009765625
11/27/2025 5:08:07.961000000 PM,1.0068359375
11/27/2025 5:08:07.999000000 PM,1.009765625
11/27/2025 5:08:08.040000000 PM,1.0126953125
11/27/2025 5:08:08.083000000 PM,1.013671875
11/27/2025 5:08:08.122000000 PM,1.0107421875
11/27/2025 5:08:08.163000000 PM,1.0068359375
11/27/2025 5:08:08.204000000 PM,1.0107421875
11/27/2025 5:08:08.245000000 PM,1.0087890625
11/27/2025 5:08:08.287000000 PM,1.0107421875
11/27/2025 5:08:08.326000000 PM,1.0048828125
11/27/2025 5:08:08.372000000 PM,1.0078125
11/27/2025 5:08:08.416000000 PM,1.0107421875
11/27/2025 5:08:08.454000000 PM,1.005859375
11/27/2025 5:08:08.495000000 PM,1.013671875
11/27/2025 5:08:08.536000000 PM,1.0126953125
11/27/2025 5:08:08.577000000 PM,1.009765625
11/27/2025 5:08:08.620000000 PM,1.0087890625
11/27/2025 5:08:08.660000000 PM,1.009765625
11/27/2025 5:08:08.702000000 PM,1.017578125
11/27/2025 5:08:08.745000000 PM,1.0029296875
11/27/2025 5:08:08.785000000 PM,1.0126953125
11/27/2025 5:08:08.827000000 PM,1.01171875
11/27/2025 5:08:08.868000000 PM,1.0126953125
11/27/2025 5:08:08.911000000 PM,1.0048828125
11/27/2025 5:08:08.954000000 PM,1.0029296875
11/27/2025 5:08:08.995000000 PM,1.009765625
11/27/2025 5:08:09.038000000 PM,1.0146484375
11/27/2025 5:08:09.080000000 PM,1.009765625
11/27/2025 5:08:09.120000000 PM,1.00390625
11/27/2025 5:08:09.163000000 PM,1.0166015625
11/27/2025 5:08:09.204000000 PM,1.0107421875
11/27/2025 5:08:09.246000000 PM,1.009765625
11/27/2025 5:08:09.289000000 PM,1.0126953125
11/27/2025 5:08:09.330000000 PM,1.0087890625
11/27/2025 5:08:09.371000000 PM,1.0029296875
11/27/2025 5:08:09.416000000 PM,1.017578125
11/27/2025 5:08:09.455000000 PM,1.00390625
11/27/2025 5:08:09.497000000 PM,1.0146484375
11/27/2025 5:08:09.536000000 PM,1.00390625
11/27/2025 5:08:09.578000000 PM,1.009765625
11/27/2025 5:08:09.620000000 PM,1.0068359375
11/27/2025 5:08:09.661000000 PM,1.0107421875
11/27/2025 5:08:09.703000000 PM,1.009765625
11/27/2025 5:08:09.742000000 PM,1.005859375
11/27/2025 5:08:09.786000000 PM,1.0068359375
11/27/2025 5:08:09.828000000 PM,1.0146484375
11/27/2025 5:08:09.869000000 PM,1.0029296875
11/27/2025 5:08:09.916000000 PM,1.013671875
11/27/2025 5:08:09.958000000 PM,1.00390625
11/27/2025 5:08:10.008000000 PM,1.0107421875
11/27/2025 5:08:10.066000000 PM,1.009765625
11/27/2025 5:08:10.113000000 PM,1.0068359375
11/27/2025 5:08:10.151000000 PM,1.0126953125
11/27/2025 5:08:10.193000000 PM,1
11/27/2025 5:08:10.232000000 PM,1.013671875
11/27/2025 5:08:10.274000000 PM,1.017578125
11/27/2025 5:08:10.317000000 PM,1.005859375
11/27/2025 5:08:10.356000000 PM,1.0087890625
11/27/2025 5:08:10.397000000 PM,1.0107421875
11/27/2025 5:08:10.439000000 PM,1.0068359375
11/27/2025 5:08:10.478000000 PM,1.0146484375
11/27/2025 5:08:10.523000000 PM,1.0009765625
11/27/2025 5:08:10.563000000 PM,1.0087890625
11/27/2025 5:08:10.605000000 PM,1.005859375
11/27/2025 5:08:10.648000000 PM,1.009765625
11/27/2025 5:08:10.686000000 PM,1.0078125
11/27/2025 5:08:10.727000000 PM,1.0107421875
11/27/2025 5:08:10.773000000 PM,1.0078125
11/27/2025 5:08:10.811000000 PM,1.005859375
11/27/2025 5:08:10.853000000 PM,1.0107421875
11/27/2025 5:08:10.892000000 PM,1.0126953125
11/27/2025 5:08:10.935000000 PM,1.017578125
11/27/2025 5:08:10.978000000 PM,1.01171875
11/27/2025 5:08:11.019000000 PM,1
11/27/2025 5:08:11.060000000 PM,1.009765625
11/27/2025 5:08:11.105000000 PM,1.0078125
11/27/2025 5:08:11.145000000 PM,1.0087890625
11/27/2025 5:08:11.186000000 PM,1.0146484375
11/27/2025 5:08:11.227000000 PM,1.001953125
11/27/2025 5:08:11.270000000 PM,1.0185546875
11/27/2025 5:08:11.311000000 PM,1.0087890625
11/27/2025 5:08:11.351000000 PM,1.009765625
11/27/2025 5:08:11.393000000 PM,1.0126953125
11/27/2025 5:08:11.438000000 PM,1.0107421875
11/27/2025 5:08:11.476000000 PM,1.009765625
11/27/2025 5:08:11.518000000 PM,1.013671875
11/27/2025 5:08:11.558000000 PM,1.0078125
11/27/2025 5:08:11.600000000 PM,1.005859375
11/27/2025 5:08:11.643000000 PM,1.0078125
11/27/2025 5:08:11.683000000 PM,1.013671875
11/27/2025 5:08:11.725000000 PM,1.01171875
11/27/2025 5:08:11.766000000 PM,1.0126953125
11/27/2025 5:08:11.810000000 PM,1.0068359375
11/27/2025 5:08:11.852000000 PM,1.0068359375
11/27/2025 5:08:11.894000000 PM,1.009765625
11/27/2025 5:08:11.935000000 PM,1.0087890625
11/27/2025 5:08:11.977000000 PM,1.013671875
11/27/2025 5:08:12.016000000 PM,1.0087890625
11/27/2025 5:08:12.057000000 PM,1.0087890625
11/27/2025 5:08:12.096000000 PM,1.0078125
11/27/2025 5:08:12.138000000 PM,1.013671875
11/27/2025 5:08:12.180000000 PM,1.0107421875
11/27/2025 5:08:12.220000000 PM,1.0029296875
11/27/2025 5:08:12.262000000 PM,1.0078125
11/27/2025 5:08:12.303000000 PM,1.0126953125
11/27/2025 5:08:12.344000000 PM,1.015625
11/27/2025 5:08:12.385000000 PM,1.005859375
11/27/2025 5:08:12.424000000 PM,1.005859375
11/27/2025 5:08:12.466000000 PM,1.0126953125
11/27/2025 5:08:12.508000000 PM,1.015625
11/27/2025 5:08:12.547000000 PM,1.0126953125
11/27/2025 5:08:12.590000000 PM,1.0126953125
11/27/2025 5:08:12.635000000 PM,1.0078125
11/27/2025 5:08:12.674000000 PM,1.0068359375
11/27/2025 5:08:12.715000000 PM,1.0302734375
11/27/2025 5:08:12.755000000 PM,1.01171875
11/27/2025 5:08:12.794000000 PM,1.009765625
11/27/2025 5:08:12.835000000 PM,1.00390625
11/27/2025 5:08:12.876000000 PM,1.01171875
11/27/2025 5:08:12.915000000 PM,1.0146484375
11/27/2025 5:08:12.956000000 PM,1.0078125
11/27/2025 5:08:12.994000000 PM,1.0078125
11/27/2025 5:08:13.035000000 PM,1.01171875
11/27/2025 5:08:13.076000000 PM,1.0087890625
11/27/2025 5:08:13.117000000 PM,1.009765625
11/27/2025 5:08:13.158000000 PM,1.0078125
11/27/2025 5:08:13.197000000 PM,1.0068359375
11/27/2025 5:08:13.240000000 PM,1.009765625
11/27/2025 5:08:13.281000000 PM,1.015625
11/27/2025 5:08:13.319000000 PM,1.005859375
11/27/2025 5:08:13.362000000 PM,1.0087890625
11/27/2025 5:08:13.404000000 PM,1.0107421875
11/27/2025 5:08:13.442000000 PM,1.005859375
11/27/2025 5:08:13.483000000 PM,1.009765625
11/27/2025 5:08:13.522000000 PM,1.0087890625
11/27/2025 5:08:13.563000000 PM,1.0087890625
11/27/2025 5:08:13.605000000 PM,1.0029296875
11/27/2025 5:08:13.644000000 PM,0.9931640625
11/27/2025 5:08:13.687000000 PM,1.015625
11/27/2025 5:08:13.728000000 PM,1.1103515625
11/27/2025 5:08:13.766000000 PM,1.0341796875
11/27/2025 5:08:13.810000000 PM,1.0029296875
11/27/2025 5:08:13.848000000 PM,1.001953125
11/27/2025 5:08:13.888000000 PM,1.01171875
11/27/2025 5:08:13.930000000 PM,1.0107421875
11/27/2025 5:08:13.967000000 PM,1.015625
11/27/2025 5:08:14.008000000 PM,1.0078125
11/27/2025 5:08:14.051000000 PM,1.01171875
11/27/2025 5:08:14.089000000 PM,1.0068359375
11/27/2025 5:08:14.131000000 PM,1.01171875
11/27/2025 5:08:14.170000000 PM,1.005859375
11/27/2025 5:08:14.211000000 PM,1.005859375
11/27/2025 5:08:14.259000000 PM,1.0107421875
11/27/2025 5:08:14.297000000 PM,1.009765625
11/27/2025 5:08:14.339000000 PM,1.013671875
11/27/2025 5:08:14.382000000 PM,1.0068359375
11/27/2025 5:08:14.421000000 PM,1.009765625
11/27/2025 5:08:14.463000000 PM,1.005859375
11/27/2025 5:08:14.502000000 PM,1.009765625
11/27/2025 5:08:14.545000000 PM,1.0068359375
11/27/2025 5:08:14.587000000 PM,1.0107421875
11/27/2025 5:08:14.625000000 PM,1.005859375
11/27/2025 5:08:14.666000000 PM,1.015625
11/27/2025 5:08:14.714000000 PM,1.001953125
11/27/2025 5:08:14.752000000 PM,1.005859375
11/27/2025 5:08:14.793000000 PM,1.0146484375
11/27/2025 5:08:14.833000000 PM,1.0029296875
11/27/2025 5:08:14.874000000 PM,1.0068359375
11/27/2025 5:08:14.916000000 PM,1.0126953125
11/27/2025 5:08:14.956000000 PM,1.0048828125
11/27/2025 5:08:14.997000000 PM,1.0107421875
11/27/2025 5:08:15.040000000 PM,1.01171875
11/27/2025 5:08:15.078000000 PM,1.0078125
11/27/2025 5:08:15.134000000 PM,1.009765625
11/27/2025 5:08:15.188000000 PM,1.0048828125
11/27/2025 5:08:15.229000000 PM,1.013671875
11/27/2025 5:08:15.273000000 PM,1.0146484375
11/27/2025 5:08:15.312000000 PM,1.01953125
11/27/2025 5:08:15.353000000 PM,1.009765625
11/27/2025 5:08:15.395000000 PM,1.0068359375
11/27/2025 5:08:15.433000000 PM,1.01171875
11/27/2025 5:08:15.474000000 PM,1.0234375
11/27/2025 5:08:15.513000000 PM,1.0146484375
11/27/2025 5:08:15.554000000 PM,1.0126953125
11/27/2025 5:08:15.598000000 PM,1.0029296875
11/27/2025 5:08:15.637000000 PM,1.017578125
11/27/2025 5:08:15.678000000 PM,1.0029296875
11/27/2025 5:08:15.721000000 PM,1.0146484375
11/27/2025 5:08:15.759000000 PM,1.005859375
11/27/2025 5:08:15.800000000 PM,1.0048828125
11/27/2025 5:08:15.840000000 PM,1.0166015625
11/27/2025 5:08:15.881000000 PM,1.0029296875
11/27/2025 5:08:15.923000000 PM,1.017578125
11/27/2025 5:08:15.963000000 PM,1.017578125
11/27/2025 5:08:16.005000000 PM,1.005859375
11/27/2025 5:08:16.044000000 PM,1.01171875
11/27/2025 5:08:16.085000000 PM,1
11/27/2025 5:08:16.126000000 PM,1.0087890625
11/27/2025 5:08:16.166000000 PM,1.02734375
11/27/2025 5:08:16.208000000 PM,1.0048828125
11/27/2025 5:08:16.250000000 PM,1.0029296875
11/27/2025 5:08:16.290000000 PM,1.0087890625
11/27/2025 5:08:16.332000000 PM,1.005859375
11/27/2025 5:08:16.371000000 PM,1.0078125
11/27/2025 5:08:16.413000000 PM,1.009765625
11/27/2025 5:08:16.454000000 PM,1.0107421875
11/27/2025 5:08:16.492000000 PM,1.005859375
11/27/2025 5:08:16.534000000 PM,1.0068359375
11/27/2025 5:08:16.575000000 PM,1.017578125
11/27/2025 5:08:16.614000000 PM,1.0107421875
11/27/2025 5:08:16.656000000 PM,1.0068359375
11/27/2025 5:08:16.695000000 PM,1.009765625
11/27/2025 5:08:16.737000000 PM,1.01171875
11/27/2025 5:08:16.778000000 PM,1.005859375
11/27/2025 5:08:16.817000000 PM,1.0078125
11/27/2025 5:08:16.866000000 PM,1.015625
11/27/2025 5:08:16.905000000 PM,1.005859375
11/27/2025 5:08:16.948000000 PM,1.00390625
