date,hall_switch.value
11/27/2025 4:50:02.698000000 PM,0
11/27/2025 4:50:02.740000000 PM,0
11/27/2025 4:50:02.779000000 PM,0
11/27/2025 4:50:02.823000000 PM,0
11/27/2025 4:50:02.868000000 PM,0
11/27/2025 4:50:02.922000000 PM,0
11/27/2025 4:50:02.975000000 PM,0
11/27/2025 4:50:03.013000000 PM,0
11/27/2025 4:50:03.056000000 PM,0
11/27/2025 4:50:03.098000000 PM,0
11/27/2025 4:50:03.136000000 PM,0
11/27/2025 4:50:03.178000000 PM,0
11/27/2025 4:50:03.217000000 PM,0
11/27/2025 4:50:03.258000000 PM,0
11/27/2025 4:50:03.299000000 PM,0
11/27/2025 4:50:03.338000000 PM,0
11/27/2025 4:50:03.379000000 PM,0
11/27/2025 4:50:03.418000000 PM,0
11/27/2025 4:50:03.459000000 PM,0
11/27/2025 4:50:03.501000000 PM,0
11/27/2025 4:50:03.540000000 PM,0
11/27/2025 4:50:03.583000000 PM,0
11/27/2025 4:50:03.627000000 PM,0
11/27/2025 4:50:03.666000000 PM,0
11/27/2025 4:50:03.709000000 PM,0
11/27/2025 4:50:03.749000000 PM,0
11/27/2025 4:50:03.790000000 PM,0
11/27/2025 4:50:03.832000000 PM,0
11/27/2025 4:50:03.871000000 PM,0
11/27/2025 4:50:03.913000000 PM,0
11/27/2025 4:50:03.952000000 PM,0
11/27/2025 4:50:03.994000000 PM,0
11/27/2025 4:50:04.041000000 PM,0
11/27/2025 4:50:04.081000000 PM,0
11/27/2025 4:50:04.123000000 PM,0
11/27/2025 4:50:04.165000000 PM,0
11/27/2025 4:50:04.204000000 PM,0
11/27/2025 4:50:04.246000000 PM,0
11/27/2025 4:50:04.288000000 PM,0
11/27/2025 4:50:04.329000000 PM,0
11/27/2025 4:50:04.370000000 PM,0
11/27/2025 4:50:04.413000000 PM,0
11/27/2025 4:50:04.456000000 PM,0
11/27/2025 4:50:04.499000000 PM,0
11/27/2025 4:50:04.538000000 PM,0
11/27/2025 4:50:04.579000000 PM,0
11/27/2025 4:50:04.618000000 PM,0
11/27/2025 4:50:04.660000000 PM,0
11/27/2025 4:50:04.701000000 PM,0
11/27/2025 4:50:04.746000000 PM,0
11/27/2025 4:50:04.788000000 PM,0
11/27/2025 4:50:04.828000000 PM,0
11/27/2025 4:50:04.869000000 PM,0
11/27/2025 4:50:04.910000000 PM,0
11/27/2025 4:50:04.951000000 PM,0
11/27/2025 4:50:04.992000000 PM,0
11/27/2025 4:50:05.033000000 PM,0
11/27/2025 4:50:05.074000000 PM,0
11/27/2025 4:50:05.116000000 PM,0
11/27/2025 4:50:05.155000000 PM,0
11/27/2025 4:50:05.199000000 PM,0
11/27/2025 4:50:05.240000000 PM,0
11/27/2025 4:50:05.279000000 PM,0
11/27/2025 4:50:05.322000000 PM,0
11/27/2025 4:50:05.365000000 PM,0
11/27/2025 4:50:05.406000000 PM,0
11/27/2025 4:50:05.447000000 PM,0
11/27/2025 4:50:05.485000000 PM,0
11/27/2025 4:50:05.528000000 PM,0
11/27/2025 4:50:05.569000000 PM,0
11/27/2025 4:50:05.608000000 PM,0
11/27/2025 4:50:05.651000000 PM,0
11/27/2025 4:50:05.691000000 PM,0
11/27/2025 4:50:05.734000000 PM,0
11/27/2025 4:50:05.777000000 PM,0
11/27/2025 4:50:05.816000000 PM,0
11/27/2025 4:50:05.858000000 PM,0
11/27/2025 4:50:05.899000000 PM,0
11/27/2025 4:50:05.937000000 PM,0
11/27/2025 4:50:05.979000000 PM,0
11/27/2025 4:50:06.019000000 PM,0
11/27/2025 4:50:06.060000000 PM,0
11/27/2025 4:50:06.102000000 PM,0
11/27/2025 4:50:06.142000000 PM,0
11/27/2025 4:50:06.187000000 PM,0
11/27/2025 4:50:06.226000000 PM,0
11/27/2025 4:50:06.267000000 PM,0
11/27/2025 4:50:06.309000000 PM,0
11/27/2025 4:50:06.348000000 PM,0
11/27/2025 4:50:06.389000000 PM,0
11/27/2025 4:50:06.432000000 PM,0
11/27/2025 4:50:06.470000000 PM,0
11/27/2025 4:50:06.511000000 PM,0
11/27/2025 4:50:06.550000000 PM,0
11/27/2025 4:50:06.591000000 PM,0
11/27/2025 4:50:06.633000000 PM,0
11/27/2025 4:50:06.674000000 PM,0
11/27/2025 4:50:06.715000000 PM,0
11/27/2025 4:50:06.759000000 PM,0
11/27/2025 4:50:06.797000000 PM,0
11/27/2025 4:50:06.839000000 PM,0
11/27/2025 4:50:06.879000000 PM,0
11/27/2025 4:50:06.921000000 PM,0
11/27/2025 4:50:06.963000000 PM,0
11/27/2025 4:50:07.004000000 PM,0
11/27/2025 4:50:07.046000000 PM,0
11/27/2025 4:50:07.089000000 PM,0
11/27/2025 4:50:07.127000000 PM,0
11/27/2025 4:50:07.169000000 PM,0
11/27/2025 4:50:07.209000000 PM,0
11/27/2025 4:50:07.250000000 PM,0
11/27/2025 4:50:07.292000000 PM,0
11/27/2025 4:50:07.331000000 PM,0
11/27/2025 4:50:07.373000000 PM,0
11/27/2025 4:50:07.414000000 PM,0
11/27/2025 4:50:07.454000000 PM,0
11/27/2025 4:50:07.495000000 PM,0
11/27/2025 4:50:07.534000000 PM,0
11/27/2025 4:50:07.576000000 PM,0
11/27/2025 4:50:07.617000000 PM,0
11/27/2025 4:50:07.658000000 PM,0
11/27/2025 4:50:07.699000000 PM,0
11/27/2025 4:50:07.740000000 PM,0
11/27/2025 4:50:07.780000000 PM,0
11/27/2025 4:50:07.822000000 PM,0
11/27/2025 4:50:07.862000000 PM,0
11/27/2025 4:50:07.904000000 PM,0
11/27/2025 4:50:07.947000000 PM,0
11/27/2025 4:50:07.999000000 PM,0
11/27/2025 4:50:08.056000000 PM,0
11/27/2025 4:50:08.109000000 PM,0
11/27/2025 4:50:08.158000000 PM,0
11/27/2025 4:50:08.200000000 PM,0
11/27/2025 4:50:08.243000000 PM,0
11/27/2025 4:50:08.281000000 PM,0
11/27/2025 4:50:08.349000000 PM,0
11/27/2025 4:50:08.388000000 PM,0
11/27/2025 4:50:08.430000000 PM,0
11/27/2025 4:50:08.472000000 PM,0
11/27/2025 4:50:08.511000000 PM,0
11/27/2025 4:50:08.556000000 PM,0
11/27/2025 4:50:08.597000000 PM,0
11/27/2025 4:50:08.636000000 PM,0
11/27/2025 4:50:08.681000000 PM,0
11/27/2025 4:50:08.719000000 PM,0
11/27/2025 4:50:08.761000000 PM,0
11/27/2025 4:50:08.804000000 PM,0
11/27/2025 4:50:08.844000000 PM,0
11/27/2025 4:50:08.886000000 PM,0
11/27/2025 4:50:08.928000000 PM,0
11/27/2025 4:50:08.967000000 PM,0
11/27/2025 4:50:09.011000000 PM,0
11/27/2025 4:50:09.050000000 PM,0
11/27/2025 4:50:09.096000000 PM,0
11/27/2025 4:50:09.140000000 PM,0
11/27/2025 4:50:09.179000000 PM,0
11/27/2025 4:50:09.221000000 PM,0
11/27/2025 4:50:09.263000000 PM,0
11/27/2025 4:50:09.302000000 PM,0
11/27/2025 4:50:09.346000000 PM,0
11/27/2025 4:50:09.384000000 PM,0
11/27/2025 4:50:09.425000000 PM,0
11/27/2025 4:50:09.470000000 PM,0
11/27/2025 4:50:09.508000000 PM,0
11/27/2025 4:50:09.550000000 PM,0
11/27/2025 4:50:09.592000000 PM,0
11/27/2025 4:50:09.630000000 PM,0
11/27/2025 4:50:09.671000000 PM,0
11/27/2025 4:50:09.711000000 PM,0
11/27/2025 4:50:09.752000000 PM,0
11/27/2025 4:50:09.795000000 PM,0
11/27/2025 4:50:09.834000000 PM,0
11/27/2025 4:50:09.875000000 PM,0
11/27/2025 4:50:09.917000000 PM,0
11/27/2025 4:50:09.956000000 PM,0
11/27/2025 4:50:09.997000000 PM,0
11/27/2025 4:50:10.037000000 PM,0
11/27/2025 4:50:10.079000000 PM,0
11/27/2025 4:50:10.121000000 PM,0
11/27/2025 4:50:10.160000000 PM,0
11/27/2025 4:50:10.203000000 PM,0
11/27/2025 4:50:10.246000000 PM,0
11/27/2025 4:50:10.285000000 PM,0
11/27/2025 4:50:10.327000000 PM,0
11/27/2025 4:50:10.368000000 PM,0
11/27/2025 4:50:10.411000000 PM,0
11/27/2025 4:50:10.459000000 PM,0
11/27/2025 4:50:10.498000000 PM,0
11/27/2025 4:50:10.540000000 PM,0
11/27/2025 4:50:10.585000000 PM,0
11/27/2025 4:50:10.624000000 PM,0
11/27/2025 4:50:10.665000000 PM,0
11/27/2025 4:50:10.709000000 PM,0
11/27/2025 4:50:10.747000000 PM,0
11/27/2025 4:50:10.788000000 PM,0
11/27/2025 4:50:10.828000000 PM,0
11/27/2025 4:50:10.869000000 PM,0
11/27/2025 4:50:10.910000000 PM,0
11/27/2025 4:50:10.949000000 PM,0
11/27/2025 4:50:10.990000000 PM,0
11/27/2025 4:50:11.032000000 PM,0
11/27/2025 4:50:11.071000000 PM,0
11/27/2025 4:50:11.113000000 PM,0
11/27/2025 4:50:11.154000000 PM,0
11/27/2025 4:50:11.196000000 PM,0
11/27/2025 4:50:11.237000000 PM,0
11/27/2025 4:50:11.277000000 PM,0
11/27/2025 4:50:11.319000000 PM,0
11/27/2025 4:50:11.360000000 PM,0
11/27/2025 4:50:11.402000000 PM,0
11/27/2025 4:50:11.457000000 PM,0
11/27/2025 4:50:11.499000000 PM,0
11/27/2025 4:50:11.540000000 PM,0
11/27/2025 4:50:11.581000000 PM,0
11/27/2025 4:50:11.625000000 PM,0
11/27/2025 4:50:11.667000000 PM,0
11/27/2025 4:50:11.708000000 PM,0
11/27/2025 4:50:11.749000000 PM,0
11/27/2025 4:50:11.790000000 PM,0
11/27/2025 4:50:11.831000000 PM,0
11/27/2025 4:50:11.873000000 PM,0
11/27/2025 4:50:11.912000000 PM,0
11/27/2025 4:50:11.955000000 PM,0
11/27/2025 4:50:11.996000000 PM,0
11/27/2025 4:50:12.037000000 PM,0
11/27/2025 4:50:12.079000000 PM,0
11/27/2025 4:50:12.121000000 PM,0
11/27/2025 4:50:12.160000000 PM,0
11/27/2025 4:50:12.202000000 PM,0
11/27/2025 4:50:12.241000000 PM,0
11/27/2025 4:50:12.285000000 PM,0
11/27/2025 4:50:12.327000000 PM,0
11/27/2025 4:50:12.365000000 PM,0
11/27/2025 4:50:12.408000000 PM,0
11/27/2025 4:50:12.449000000 PM,0
11/27/2025 4:50:12.489000000 PM,0
11/27/2025 4:50:12.530000000 PM,0
11/27/2025 4:50:12.582000000 PM,0
11/27/2025 4:50:12.622000000 PM,0
11/27/2025 4:50:12.665000000 PM,0
11/27/2025 4:50:12.706000000 PM,0
11/27/2025 4:50:12.746000000 PM,0
11/27/2025 4:50:12.787000000 PM,0
11/27/2025 4:50:12.827000000 PM,0
11/27/2025 4:50:12.869000000 PM,0
11/27/2025 4:50:12.913000000 PM,0
11/27/2025 4:50:12.955000000 PM,0
11/27/2025 4:50:12.998000000 PM,0
11/27/2025 4:50:13.041000000 PM,0
11/27/2025 4:50:13.084000000 PM,0
11/27/2025 4:50:13.126000000 PM,0
11/27/2025 4:50:13.171000000 PM,0
11/27/2025 4:50:13.224000000 PM,0
11/27/2025 4:50:13.276000000 PM,0
11/27/2025 4:50:13.315000000 PM,0
11/27/2025 4:50:13.356000000 PM,0
11/27/2025 4:50:13.399000000 PM,0
11/27/2025 4:50:13.442000000 PM,0
11/27/2025 4:50:13.484000000 PM,0
11/27/2025 4:50:13.525000000 PM,0
11/27/2025 4:50:13.567000000 PM,0
11/27/2025 4:50:13.609000000 PM,0
11/27/2025 4:50:13.649000000 PM,0
11/27/2025 4:50:13.690000000 PM,0
11/27/2025 4:50:13.734000000 PM,0
11/27/2025 4:50:13.773000000 PM,0
11/27/2025 4:50:13.814000000 PM,0
11/27/2025 4:50:13.854000000 PM,0
11/27/2025 4:50:13.896000000 PM,0
11/27/2025 4:50:13.937000000 PM,0
11/27/2025 4:50:13.977000000 PM,0
11/27/2025 4:50:14.019000000 PM,0
11/27/2025 4:50:14.060000000 PM,0
11/27/2025 4:50:14.099000000 PM,0
11/27/2025 4:50:14.142000000 PM,0
11/27/2025 4:50:14.185000000 PM,0
11/27/2025 4:50:14.224000000 PM,0
11/27/2025 4:50:14.265000000 PM,0
11/27/2025 4:50:14.307000000 PM,0
11/27/2025 4:50:14.348000000 PM,0
11/27/2025 4:50:14.389000000 PM,0
11/27/2025 4:50:14.431000000 PM,0
11/27/2025 4:50:14.472000000 PM,0
11/27/2025 4:50:14.517000000 PM,0
11/27/2025 4:50:14.555000000 PM,0
11/27/2025 4:50:14.596000000 PM,0
11/27/2025 4:50:14.635000000 PM,0
11/27/2025 4:50:14.676000000 PM,0
11/27/2025 4:50:14.721000000 PM,0
11/27/2025 4:50:14.760000000 PM,0
11/27/2025 4:50:14.803000000 PM,0
11/27/2025 4:50:14.841000000 PM,0
11/27/2025 4:50:14.883000000 PM,0
11/27/2025 4:50:14.924000000 PM,0
11/27/2025 4:50:14.964000000 PM,0
11/27/2025 4:50:15.006000000 PM,0
11/27/2025 4:50:15.048000000 PM,0
11/27/2025 4:50:15.087000000 PM,0
11/27/2025 4:50:15.130000000 PM,0
11/27/2025 4:50:15.168000000 PM,0
11/27/2025 4:50:15.211000000 PM,0
11/27/2025 4:50:15.252000000 PM,0
11/27/2025 4:50:15.292000000 PM,0
11/27/2025 4:50:15.335000000 PM,0
11/27/2025 4:50:15.373000000 PM,0
11/27/2025 4:50:15.417000000 PM,0
11/27/2025 4:50:15.459000000 PM,0
11/27/2025 4:50:15.498000000 PM,0
11/27/2025 4:50:15.542000000 PM,0
11/27/2025 4:50:15.583000000 PM,0
11/27/2025 4:50:15.621000000 PM,0
11/27/2025 4:50:15.666000000 PM,0
11/27/2025 4:50:15.704000000 PM,0
11/27/2025 4:50:15.750000000 PM,0
11/27/2025 4:50:15.791000000 PM,0
11/27/2025 4:50:15.830000000 PM,0
11/27/2025 4:50:15.874000000 PM,0
11/27/2025 4:50:15.915000000 PM,0
11/27/2025 4:50:15.955000000 PM,0
11/27/2025 4:50:15.997000000 PM,0
11/27/2025 4:50:16.036000000 PM,0
11/27/2025 4:50:16.078000000 PM,0
11/27/2025 4:50:16.121000000 PM,0
11/27/2025 4:50:16.160000000 PM,0
11/27/2025 4:50:16.205000000 PM,0
11/27/2025 4:50:16.247000000 PM,0
11/27/2025 4:50:16.286000000 PM,0
11/27/2025 4:50:16.331000000 PM,0
11/27/2025 4:50:16.371000000 PM,0
11/27/2025 4:50:16.412000000 PM,0
11/27/2025 4:50:16.456000000 PM,0
11/27/2025 4:50:16.494000000 PM,0
11/27/2025 4:50:16.538000000 PM,0
11/27/2025 4:50:16.580000000 PM,0
11/27/2025 4:50:16.618000000 PM,0
11/27/2025 4:50:16.663000000 PM,0
11/27/2025 4:50:16.701000000 PM,0
11/27/2025 4:50:16.743000000 PM,0
11/27/2025 4:50:16.787000000 PM,0
11/27/2025 4:50:16.826000000 PM,0
11/27/2025 4:50:16.872000000 PM,0
11/27/2025 4:50:16.914000000 PM,0
11/27/2025 4:50:16.953000000 PM,0
11/27/2025 4:50:16.998000000 PM,0
11/27/2025 4:50:17.036000000 PM,0
11/27/2025 4:50:17.078000000 PM,0
11/27/2025 4:50:17.122000000 PM,0
11/27/2025 4:50:17.161000000 PM,0
11/27/2025 4:50:17.204000000 PM,0
11/27/2025 4:50:17.244000000 PM,0
11/27/2025 4:50:17.286000000 PM,0
11/27/2025 4:50:17.328000000 PM,0
11/27/2025 4:50:17.367000000 PM,0
11/27/2025 4:50:17.409000000 PM,0
11/27/2025 4:50:17.451000000 PM,0
11/27/2025 4:50:17.489000000 PM,0
11/27/2025 4:50:17.531000000 PM,0
11/27/2025 4:50:17.570000000 PM,0
11/27/2025 4:50:17.612000000 PM,0
11/27/2025 4:50:17.654000000 PM,0
11/27/2025 4:50:17.694000000 PM,0
11/27/2025 4:50:17.736000000 PM,0
11/27/2025 4:50:17.784000000 PM,0
11/27/2025 4:50:17.824000000 PM,0
11/27/2025 4:50:17.865000000 PM,0
11/27/2025 4:50:17.909000000 PM,0
11/27/2025 4:50:17.947000000 PM,0
11/27/2025 4:50:17.989000000 PM,0
11/27/2025 4:50:18.029000000 PM,0
11/27/2025 4:50:18.071000000 PM,0
11/27/2025 4:50:18.113000000 PM,0
11/27/2025 4:50:18.152000000 PM,0
11/27/2025 4:50:18.194000000 PM,0
11/27/2025 4:50:18.238000000 PM,0
11/27/2025 4:50:18.284000000 PM,0
11/27/2025 4:50:18.342000000 PM,0
11/27/2025 4:50:18.387000000 PM,0
11/27/2025 4:50:18.428000000 PM,0
11/27/2025 4:50:18.471000000 PM,0
11/27/2025 4:50:18.509000000 PM,0
11/27/2025 4:50:18.550000000 PM,0
11/27/2025 4:50:18.594000000 PM,0
11/27/2025 4:50:18.633000000 PM,0
11/27/2025 4:50:18.676000000 PM,0
11/27/2025 4:50:18.715000000 PM,0
11/27/2025 4:50:18.757000000 PM,0
11/27/2025 4:50:18.799000000 PM,0
11/27/2025 4:50:18.837000000 PM,0
11/27/2025 4:50:18.879000000 PM,0
11/27/2025 4:50:18.922000000 PM,0
11/27/2025 4:50:18.960000000 PM,0
11/27/2025 4:50:19.006000000 PM,0
11/27/2025 4:50:19.046000000 PM,0
11/27/2025 4:50:19.087000000 PM,0
11/27/2025 4:50:19.128000000 PM,0
11/27/2025 4:50:19.167000000 PM,0
11/27/2025 4:50:19.209000000 PM,0
11/27/2025 4:50:19.248000000 PM,0
11/27/2025 4:50:19.289000000 PM,0
11/27/2025 4:50:19.330000000 PM,0
